Mach,Altitude,PowerCode,Thrust,RamDrag,FuelFlow,EINox,ThrustNet,TSFC,,,Mach,Altitude,PowerCode,,Thrust_Equation (lb),TSFC_Equation (lb/lb/hr)
0.6,20000,22,30064.9,26623.4,2870.6,0.83411,3441.5,0.834113032,,,,,,,,
0.6,20000,21,27591.9,21633.8,1041,1.10956,5958.1,0.174720129,,,,,,,,
0.65,20000,50,94908.2,52022.1,22435.1,0.52313,42886.1,0.523132204,,,,,,,,
0.65,20000,48,91198.5,51171.5,20320.9,0.50768,40027,0.507679816,,,,,,,,
0.65,20000,46,87357.3,50189.4,18383.8,0.49462,37167.9,0.494614977,,,,,,,,
0.65,20000,42,79212.6,47762.8,15320.5,0.48714,31449.8,0.487141413,,,,,,,,
0.65,20000,38,70803.2,45071.6,12605.9,0.4899,25731.6,0.489899579,,,,,,,,
0.65,20000,34,62158.7,42145.2,10041.2,0.50172,20013.5,0.501721338,,,,,,,,
0.65,20000,30,53175.2,38879.8,7549.5,0.52811,14295.4,0.528106943,,,,,,,,
0.65,20000,26,43685,35107.8,5145.5,0.59991,8577.2,0.599904398,,,,,,,,
0.65,20000,24,39107.8,33103.7,4108.3,0.68426,6004.1,0.684249096,,,,,,,,
0.65,20000,22,34285.2,30854.3,3092.2,0.90129,3430.9,0.901279548,,,,,,,,
0.65,20000,21,31765.6,25662.2,1018.6,1.19822,6103.4,0.166890586,,,,,,,,
0.7,20000,50,100548.7,57955.8,23022.5,0.54052,42592.9,0.54052436,,,,,,,,
0.7,20000,48,96783.4,57029.9,20916.6,0.52616,39753.5,0.526157445,,,,,,,,
0.7,20000,46,92899.1,55985.3,18972.7,0.51397,36913.8,0.513973094,,,,,,,,
0.7,20000,42,84585.4,53350.6,15856,0.50764,31234.8,0.507638916,,,,,,,,
0.7,20000,38,75981.8,50426,13060.3,0.51105,25555.8,0.511050329,,,,,,,,
0.7,20000,34,67133.1,47256.4,10439.7,0.52522,19876.7,0.525223,,,,,,,,
0.7,20000,30,58006.2,43808.6,7880.6,0.55506,14197.6,0.555065645,,,,,,,,
0.7,20000,26,48379.4,39860.8,5421.8,0.63647,8518.6,0.636466086,,,,,,,,
0.7,20000,24,43776,37813,4343.6,0.72843,5963,0.728425289,,,,,,,,
0.7,20000,22,38868,35460.6,3304,0.96964,3407.4,0.969654282,,,,,,,,
0.7,20000,21,36306.5,29678.5,1019.8,1.29923,6628,0.153862402,,,,,,,,
0.75,20000,50,106695.7,64337.3,23640.9,0.55811,42358.4,0.558115982,,,,,,,,
0.75,20000,48,102856.1,63321.6,21549.9,0.54509,39534.5,0.545090996,,,,,,,,
0.75,20000,46,98893.2,62182.5,19595.9,0.53379,36710.7,0.5337926,,,,,,,,
0.75,20000,42,90446.1,59383.3,16437.7,0.52917,31062.8,0.529176378,,,,,,,,
0.75,20000,38,81635.6,56220.6,13566.5,0.5338,25415,0.533798938,,,,,,,,
0.75,20000,34,72585.9,52818.6,10878.9,0.55035,19767.3,0.550348302,,,,,,,,
0.75,20000,30,63260.7,49141.2,8258,0.58487,14119.5,0.584864903,,,,,,,,
0.75,20000,26,53465.8,44994.1,5724.7,0.67574,8471.7,0.675743947,,,,,,,,
0.75,20000,24,48809.4,42879.2,4603,0.77619,5930.2,0.776196418,,,,,,,,
0.75,20000,22,43894.5,40505.8,3538.2,1.04412,3388.7,1.044117213,,,,,,,,
0.75,20000,21,41292.7,33914.4,1023.4,1.4094,7378.3,0.138704038,,,,,,,,
0.8,20000,50,113356.5,71215.1,24232.5,0.57503,42141.4,0.575028357,,,,,,,,
0.8,20000,48,109429.1,70097.1,22164.5,0.56352,39332,0.56352334,,,,,,,,
0.8,20000,46,105396.5,68873.9,20242.7,0.55425,36522.6,0.55425134,,,,,,,,
0.8,20000,42,96734.9,65831.1,17064.6,0.55219,30903.8,0.552184521,,,,,,,,
0.8,20000,38,87793.6,62508.7,14112,0.55812,25284.9,0.558119668,,,,,,,,
0.8,20000,34,78482.1,58816.1,11351.7,0.57722,19666,0.577224652,,,,,,,,
0.8,20000,30,68933.1,54886,8642.9,0.61528,14047.1,0.615280022,,,,,,,,
0.8,20000,26,58942.7,50514.4,6044.9,0.71721,8428.3,0.717214622,,,,,,,,
0.8,20000,24,54216.9,48317.1,4882.9,0.82764,5899.8,0.827638225,,,,,,,,
0.8,20000,22,49243,45871.6,3786.5,1.12315,3371.4,1.123123925,,,,,,,,
0.8,20000,21,46652.6,38911.2,1022.4,1.5297,7741.4,0.132069135,,,,,,,,
0.85,20000,50,120474.2,78610.6,24818,0.59283,41863.6,0.592830048,,,,,,,,
0.85,20000,48,116489.3,77416.7,22793.4,0.58336,39072.6,0.583360206,,,,,,,,
0.85,20000,46,112344.2,76062.5,20895.6,0.57593,36281.7,0.575926707,,,,,,,,
0.85,20000,42,103466.9,72766.9,17714.6,0.57702,30700,0.577022801,,,,,,,,
0.85,20000,38,94320.3,69202.2,14692.3,0.58493,25118.1,0.584928796,,,,,,,,
0.85,20000,34,84861.7,65325.3,11850.2,0.60657,19536.4,0.6065703,,,,,,,,
0.85,20000,30,75062.9,61108.4,9054.9,0.64889,13954.5,0.648887456,,,,,,,,
0.85,20000,26,64835.3,56462.6,6392.1,0.76344,8372.7,0.763445484,,,,,,,,
0.85,20000,24,60047,54186.1,5200.2,0.88727,5860.9,0.887269873,,,,,,,,
0.85,20000,22,55015.7,51666.6,4068,1.21466,3349.1,1.214654683,,,,,,,,
0.85,20000,21,52401,43892.1,964.4,1.66584,8508.9,0.11334015,,,,,,,,
0.45,25000,50,60889.2,25562.7,15592.1,0.44137,35326.5,0.441371209,,,,,,,,
0.45,25000,48,58050.8,25079.4,13996.5,0.4245,32971.4,0.424504267,,,,,,,,
0.45,25000,46,55140,24523.7,12612.1,0.41194,30616.3,0.411940698,,,,,,,,
0.45,25000,42,49079.2,23173.1,10476.6,0.40441,25906.1,0.404406684,,,,,,,,
0.45,25000,38,42848.3,21652.5,8543.3,0.40306,21195.8,0.403065702,,,,,,,,
0.45,25000,34,36440.9,19955.2,6686.5,0.40559,16485.7,0.405593939,,,,,,,,
0.45,25000,30,29745,17969.5,4982.8,0.42315,11775.5,0.42314976,,,,,,,,
0.45,25000,26,22692.4,15627.1,3324,0.47046,7065.3,0.470468345,,,,,,,,
0.45,25000,24,19336,14390.3,2589.4,0.52357,4945.7,0.523565926,,,,,,,,
0.45,25000,22,15787.1,12961,1903.6,0.67356,2826.1,0.67357843,,,,,,,,
0.45,25000,21,13898.6,10284.2,893.5,0.88439,3614.4,0.247205622,,,,,,,,
0.5,25000,50,64307,29264.6,16086.5,0.45906,35042.4,0.45905817,,,,,,,,
0.5,25000,48,61442.5,28736.2,14476.3,0.44262,32706.3,0.442615031,,,,,,,,
0.5,25000,46,58493.5,28123.4,13050.5,0.42972,30370.1,0.429715411,,,,,,,,
0.5,25000,42,52330.9,26633.1,10860.9,0.42264,25697.8,0.422639292,,,,,,,,
0.5,25000,38,45994.5,24969,8863.9,0.42158,21025.5,0.421578559,,,,,,,,
0.5,25000,34,39462.6,23109.5,6975.5,0.42656,16353.1,0.42655521,,,,,,,,
0.5,25000,30,32629.4,20948.6,5218.5,0.44676,11680.8,0.446758784,,,,,,,,
0.5,25000,26,25406.1,18397.6,3496,0.49883,7008.5,0.498822858,,,,,,,,
0.5,25000,24,21973.2,17067.2,2738.6,0.55821,4906,0.558214431,,,,,,,,
0.5,25000,22,18336.8,15533.4,2029,0.72375,2803.4,0.723764001,,,,,,,,
0.5,25000,21,16417.5,12492.9,882.5,0.9552,3924.6,0.22486368,,,,,,,,
0.55,25000,50,68093.3,33226.3,16641.8,0.47729,34867,0.477293716,,,,,,,,
0.55,25000,48,65189.4,32646.9,14993.7,0.46074,32542.5,0.460742106,,,,,,,,
0.55,25000,46,62203.6,31985.5,13528.3,0.44769,30218.1,0.447688637,,,,,,,,
0.55,25000,42,55913.5,30344.4,11264.3,0.44054,25569.1,0.440543468,,,,,,,,
0.55,25000,38,49443.4,28523.2,9237,0.44153,20920.2,0.441534976,,,,,,,,
0.55,25000,34,42767,26495.8,7308.9,0.44919,16271.2,0.449192438,,,,,,,,
0.55,25000,30,35811.5,24189.2,5469,0.47056,11622.3,0.470560904,,,,,,,,
0.55,25000,26,28415.2,21441.8,3682.6,0.5281,6973.4,0.528092466,,,,,,,,
0.55,25000,24,24894.7,20013.3,2910,0.59615,4881.4,0.596140452,,,,,,,,
0.55,25000,22,21171.6,18382.2,2162.8,0.77538,2789.4,0.775363878,,,,,,,,
0.55,25000,21,19210.6,14827.8,882.1,1.03134,4382.8,0.201264032,,,,,,,,
0.6,25000,50,72328.3,37503,17261.5,0.49566,34825.3,0.495659765,,,,,,,,
0.6,25000,48,69378.4,36874.7,15562.9,0.4788,32503.7,0.478803952,,,,,,,,
0.6,25000,46,66332.3,36150.3,14049.5,0.46549,30182,0.465492678,,,,,,,,
0.6,25000,42,59889.5,34350.9,11727.2,0.4592,25538.6,0.459195101,,,,,,,,
0.6,25000,38,53241.2,32346,9647.4,0.4617,20895.2,0.461704123,,,,,,,,
0.6,25000,34,46408,30156.1,7658.4,0.47123,16251.9,0.471231056,,,,,,,,
0.6,25000,30,39294.4,27685.9,5743,0.49473,11608.5,0.494723694,,,,,,,,
0.6,25000,26,31736.8,24771.7,3892.5,0.55885,6965.1,0.558857734,,,,,,,,
0.6,25000,24,28120.6,23245.1,3101.2,0.63607,4875.5,0.636078351,,,,,,,,
0.6,25000,22,24306,21520,2313.2,0.83029,2786,0.830294329,,,,,,,,
0.6,25000,21,22300.8,17507.6,881.9,1.10899,4793.2,0.183989819,,,,,,,,
0.65,25000,50,77084.9,42129.4,17971.5,0.51413,34955.5,0.514125102,,,,,,,,
0.65,25000,48,74080.7,41455.6,16249.2,0.49806,32625.1,0.498058243,,,,,,,,
0.65,25000,46,70953.3,40658.6,14698.9,0.4852,30294.7,0.485197081,,,,,,,,
0.65,25000,42,64316.8,38682.7,12255.8,0.47811,25634.1,0.478105336,,,,,,,,
0.65,25000,38,57464.7,36491.4,10096.1,0.48138,20973.3,0.481378705,,,,,,,,
0.65,25000,34,50426,34113.5,8047.7,0.49335,16312.5,0.493345594,,,,,,,,
0.65,25000,30,43112.7,31460.9,6061.9,0.52025,11651.8,0.520254381,,,,,,,,
0.65,25000,26,35397.2,28406.1,4134.2,0.59135,6991.1,0.591351862,,,,,,,,
0.65,25000,24,31676.7,26782.9,3307.7,0.6759,4893.8,0.675896032,,,,,,,,
0.65,25000,22,27757.8,24961.3,2486.9,0.88933,2796.5,0.889290184,,,,,,,,
0.65,25000,21,25701.9,20589.5,886.1,1.19043,5112.4,0.173323684,,,,,,,,
0.7,25000,50,82303.3,47097.6,18778,0.53338,35205.7,0.533379538,,,,,,,,
0.7,25000,48,79231.7,46373,17012.3,0.51774,32858.7,0.517741116,,,,,,,,
0.7,25000,46,76037.2,45525.6,15418.4,0.50533,30511.6,0.505329121,,,,,,,,
0.7,25000,42,69213.5,43395.9,12841.1,0.49738,25817.6,0.497377758,,,,,,,,
0.7,25000,38,62104.9,40981.4,10587.2,0.50121,21123.5,0.501204819,,,,,,,,
0.7,25000,34,54809.9,38380.6,8461.9,0.51505,16429.3,0.515049333,,,,,,,,
0.7,25000,30,47282.2,35547,6396.5,0.54507,11735.2,0.545069534,,,,,,,,
0.7,25000,26,39349.1,32308,4404.8,0.62557,7041.1,0.625584071,,,,,,,,
0.7,25000,24,35566.8,30638,3526.9,0.71558,4928.8,0.715569713,,,,,,,,
0.7,25000,22,31531.1,28714.6,2677.9,0.95082,2816.5,0.950789988,,,,,,,,
0.7,25000,21,29421.1,24044.2,866,1.27355,5376.9,0.161059346,,,,,,,,
0.75,25000,50,88060,52481.7,19676.9,0.55306,35578.3,0.553059028,,,,,,,,
0.75,25000,48,84907.6,51701.1,17857.4,0.53777,33206.5,0.537768208,,,,,,,,
0.75,25000,46,81620.1,50785.5,16208.5,0.52566,30834.6,0.525659486,,,,,,,,
0.75,25000,42,74606.9,48516.1,13503.3,0.51755,26090.8,0.517550248,,,,,,,,
0.75,25000,38,67235.5,45888.5,11145.5,0.52211,21347,0.522110835,,,,,,,,
0.75,25000,34,59658,43054.8,8925.7,0.53759,16603.2,0.537589139,,,,,,,,
0.75,25000,30,51847.7,39988.3,6785.1,0.57213,11859.4,0.572128438,,,,,,,,
0.75,25000,26,43660.7,36545,4702.3,0.66084,7115.7,0.660834493,,,,,,,,
0.75,25000,24,39765.2,34784.2,3784.8,0.75986,4981,0.75984742,,,,,,,,
0.75,25000,22,35670.6,32824.4,2893.4,1.01656,2846.2,1.016583515,,,,,,,,
0.75,25000,21,33496,27330.7,878.9,1.37172,6165.3,0.142555918,,,,,,,,
0.8,25000,50,94419.8,58320.2,20697.2,0.57334,36099.6,0.573335993,,,,,,,,
0.8,25000,48,91178.4,57485.5,18812.8,0.55836,33692.9,0.55836096,,,,,,,,
0.8,25000,46,87791.3,56505,17105.7,0.54675,31286.3,0.546747298,,,,,,,,
0.8,25000,42,80546.5,54073.5,14264.2,0.53882,26473,0.538820685,,,,,,,,
0.8,25000,38,72923,51263.3,11783,0.544,21659.7,0.544005688,,,,,,,,
0.8,25000,34,65006.4,48160,9451.2,0.56102,16846.4,0.561021939,,,,,,,,
0.8,25000,30,56863.5,44830.3,7194.6,0.5979,12033.2,0.597895822,,,,,,,,
0.8,25000,26,48345.7,41125.8,5022.5,0.69564,7219.9,0.695646754,,,,,,,,
0.8,25000,24,44324.2,39270.3,4049.1,0.80118,5053.9,0.801183245,,,,,,,,
0.8,25000,22,40088,37200.1,3134.3,1.0853,2887.9,1.085321514,,,,,,,,
0.8,25000,21,37879.6,31481.7,862.9,1.47382,6397.9,0.13487238,,,,,,,,
0.85,25000,50,100709,64492.5,21447.2,0.5922,36216.5,0.592194166,,,,,,,,
0.85,25000,48,97371.3,63569.3,19542.5,0.57815,33802,0.578146264,,,,,,,,
0.85,25000,46,93921.1,62533.5,17832.7,0.56815,31387.6,0.568144745,,,,,,,,
0.85,25000,42,86475.5,59916.8,14913,0.56151,26558.7,0.561510917,,,,,,,,
0.85,25000,38,78614.3,56884.4,12342.1,0.56798,21729.9,0.567977763,,,,,,,,
0.85,25000,34,70502.3,53601.3,9921.4,0.58703,16901,0.587030353,,,,,,,,
0.85,25000,30,62053,49980.8,7572.8,0.62729,12072.2,0.627292457,,,,,,,,
0.85,25000,26,53254.3,46011,5326.8,0.73542,7243.3,0.735410655,,,,,,,,
0.85,25000,24,49135.2,44064.9,4324.7,0.85294,5070.3,0.852947557,,,,,,,,
0.85,25000,22,44812.6,41915.2,3365.2,1.16147,2897.4,1.161455098,,,,,,,,
0.85,25000,21,42559.2,35281.3,832.1,1.58955,7277.9,0.114332431,,,,,,,,
0.55,30000,50,54368.2,26557.2,13034.7,0.46869,27811,0.468688648,,,,,,,,
0.55,30000,48,52053.2,26096.3,11746.8,0.45255,25956.9,0.452550189,,,,,,,,
0.55,30000,46,49673.7,25570.8,10595.6,0.4396,24102.9,0.439598555,,,,,,,,
0.55,30000,42,44651.4,24256.6,8841.2,0.43351,20394.8,0.433502658,,,,,,,,
0.55,30000,38,39501,22814.4,7237.9,0.43375,16686.6,0.433755229,,,,,,,,
0.55,30000,34,34174.7,21196.3,5744.8,0.44264,12978.4,0.442643161,,,,,,,,
0.55,30000,30,28624,19353.7,4322,0.46621,9270.3,0.466220079,,,,,,,,
0.55,30000,26,22716.9,17154.7,2926.4,0.52612,5562.2,0.526122757,,,,,,,,
0.55,30000,24,19906.3,16012.7,2321.3,0.5962,3893.6,0.596183481,,,,,,,,
0.55,30000,22,16935.1,14710.2,1736.5,0.78049,2224.9,0.780484516,,,,,,,,
0.55,30000,21,15369.9,11925.3,747.2,1.04287,3444.6,0.216919236,,,,,,,,
0.6,30000,50,57804.2,29992.1,13528.9,0.48644,27812.1,0.486439356,,,,,,,,
0.6,30000,48,55450,29492,12199.4,0.46997,25958,0.46996687,,,,,,,,
0.6,30000,46,53016.8,28912.9,11015.8,0.45702,24103.9,0.45701318,,,,,,,,
0.6,30000,42,47866.7,27471.1,9212.3,0.45168,20395.6,0.451680755,,,,,,,,
0.6,30000,38,42565.5,25878.2,7568.2,0.45353,16687.3,0.453530529,,,,,,,,
0.6,30000,34,37111.3,24132.3,6021.1,0.46391,12979,0.463910933,,,,,,,,
0.6,30000,30,31426.3,22155.5,4542,0.48993,9270.8,0.489925357,,,,,,,,
0.6,30000,26,25391,19828.5,3090.2,0.55554,5562.5,0.555541573,,,,,,,,
0.6,30000,24,22498.9,18605.2,2471.7,0.63479,3893.7,0.634794668,,,,,,,,
0.6,30000,22,19450.3,17225.3,1854.4,0.83344,2225,0.833438202,,,,,,,,
0.6,30000,21,17847.9,14023.5,737.6,1.11852,3824.4,0.192866855,,,,,,,,
0.65,30000,50,61670.7,33713.7,14099,0.50431,27957,0.504310191,,,,,,,,
0.65,30000,48,59272.2,33178.9,12741.6,0.48831,26093.3,0.488309259,,,,,,,,
0.65,30000,46,56767,32537.5,11534.9,0.47607,24229.5,0.476068429,,,,,,,,
0.65,30000,42,51454.1,30952.2,9633.7,0.46989,20501.9,0.469893034,,,,,,,,
0.65,30000,38,45971.6,29197.4,7949,0.47388,16774.2,0.47388251,,,,,,,,
0.65,30000,34,40353.9,27307.3,6329.9,0.48517,13046.6,0.485176214,,,,,,,,
0.65,30000,30,34507,25188,4785.1,0.51348,9319,0.513477841,,,,,,,,
0.65,30000,26,28340.6,22749.2,3281.7,0.58691,5591.4,0.586919197,,,,,,,,
0.65,30000,24,25360.2,21446.2,2635.1,0.67325,3914,0.673249872,,,,,,,,
0.65,30000,22,22221.3,19984.7,1990.4,0.88994,2236.6,0.889922203,,,,,,,,
0.65,30000,21,20576,16464.7,741.5,1.19734,4111.3,0.180356578,,,,,,,,
0.7,30000,50,65931.3,37718.2,14756.2,0.52302,28213.1,0.523026537,,,,,,,,
0.7,30000,48,63476.8,37144.5,13356.6,0.50723,26332.3,0.507232562,,,,,,,,
0.7,30000,46,60913.1,36461.7,12111.1,0.49531,24451.4,0.495313152,,,,,,,,
0.7,30000,42,55437.6,34747.9,10105.9,0.48845,20689.7,0.488450775,,,,,,,,
0.7,30000,38,49738.2,32810.3,8343.7,0.4929,16927.9,0.492896343,,,,,,,,
0.7,30000,34,43893.5,30727.4,6679.4,0.50731,13166.1,0.507318036,,,,,,,,
0.7,30000,30,37871.8,28467.4,5053.5,0.53736,9404.4,0.537354855,,,,,,,,
0.7,30000,26,31522.6,25879.9,3493.6,0.61915,5642.7,0.619136229,,,,,,,,
0.7,30000,24,28493.8,24543.9,2810.7,0.71159,3949.9,0.711587635,,,,,,,,
0.7,30000,22,25255.9,22998.8,2141.1,0.94864,2257.1,0.948606619,,,,,,,,
0.7,30000,21,23561.5,19323.6,768.8,1.2765,4237.9,0.181410604,,,,,,,,
0.75,30000,50,70642.6,42067.3,15486.4,0.54195,28575.3,0.541950566,,,,,,,,
0.75,30000,48,68119.8,41449.5,14040.2,0.52644,26670.3,0.526435773,,,,,,,,
0.75,30000,46,65476.6,40711.3,12746,0.51467,24765.3,0.514671738,,,,,,,,
0.75,30000,42,59834.2,38879,10636.7,0.50759,20955.2,0.507592388,,,,,,,,
0.75,30000,38,53909.9,36764.7,8793.3,0.51287,17145.2,0.512872407,,,,,,,,
0.75,30000,34,47823.9,34488.8,7052.7,0.52888,13335.1,0.528882423,,,,,,,,
0.75,30000,30,41557.5,32032.4,5364.5,0.5632,9525.1,0.563196187,,,,,,,,
0.75,30000,26,34994.4,29279.4,3731.3,0.65289,5715,0.652895888,,,,,,,,
0.75,30000,24,31870.5,27869.9,3009.5,0.75228,4000.6,0.752262161,,,,,,,,
0.75,30000,22,28581,26295,2311.1,1.01097,2286,1.010979878,,,,,,,,
0.75,30000,21,26838.7,22300.1,818,1.36553,4538.6,0.18023179,,,,,,,,
0.8,30000,50,75858.2,46795.3,16308.5,0.56114,29062.9,0.561144965,,,,,,,,
0.8,30000,48,73257.1,46131.7,14812,0.54606,27125.4,0.546056464,,,,,,,,
0.8,30000,46,70529,45341.1,13466.5,0.53464,25187.9,0.534641633,,,,,,,,
0.8,30000,42,64684.4,43371.6,11245.2,0.52762,21312.8,0.527626591,,,,,,,,
0.8,30000,38,58537.6,41099.8,9306.1,0.53367,17437.8,0.533673973,,,,,,,,
0.8,30000,34,52165.8,38603.1,7474.4,0.5511,13562.7,0.551099707,,,,,,,,
0.8,30000,30,45608.3,35920.7,5706.2,0.58902,9687.6,0.589021017,,,,,,,,
0.8,30000,26,38763.4,32950.9,3992.2,0.68681,5812.5,0.686830108,,,,,,,,
0.8,30000,24,35533,31464.2,3225.7,0.79278,4068.8,0.792789029,,,,,,,,
0.8,30000,22,32133.7,29808.7,2493.7,1.07254,2325,1.07255914,,,,,,,,
0.8,30000,21,30355.9,25554.4,857,1.45838,4801.5,0.17848589,,,,,,,,
0.85,30000,50,81548.9,51939.6,17229,0.58188,29609.3,0.581877991,,,,,,,,
0.85,30000,48,78853.4,51218.1,15660.4,0.56668,27635.3,0.56668102,,,,,,,,
0.85,30000,46,76032.3,50370.9,14271.7,0.55615,25661.4,0.55615438,,,,,,,,
0.85,30000,42,69983.1,48269.6,11916.1,0.54879,21713.5,0.548787621,,,,,,,,
0.85,30000,38,63556.5,45790.9,9872,0.55568,17765.6,0.555680641,,,,,,,,
0.85,30000,34,56933.3,43115.6,7936.4,0.57437,13817.7,0.574364764,,,,,,,,
0.85,30000,30,50036.3,40166.5,6068.2,0.61483,9869.8,0.614825022,,,,,,,,
0.85,30000,26,42848.9,36927,4285.4,0.72366,5921.9,0.723652882,,,,,,,,
0.85,30000,24,39497.4,35352.1,3472.5,0.83768,4145.3,0.837695704,,,,,,,,
0.85,30000,22,35980.4,33611.6,2700.6,1.14009,2368.8,1.140070922,,,,,,,,
0.85,30000,21,34144.2,28905.5,877.7,1.55757,5238.7,0.167541566,,,,,,,,
0.6,35000,50,45049,23541,10372,0.48224,21508,0.482239167,,,,,,,,
0.6,35000,48,43236.6,23162.4,9343.1,0.46543,20074.2,0.465428261,,,,,,,,
0.6,35000,46,41352.1,22711.8,8453,0.45348,18640.3,0.453479826,,,,,,,,
0.6,35000,42,37362.8,21590.2,7103.1,0.45034,15772.6,0.450344268,,,,,,,,
0.6,35000,38,33252.5,20347.7,5880.1,0.45565,12904.8,0.45565216,,,,,,,,
0.6,35000,34,29024.7,18987.6,4696.5,0.46792,10037.1,0.467914039,,,,,,,,
0.6,35000,30,24617,17447.7,3565.5,0.49732,7169.3,0.497328888,,,,,,,,
0.6,35000,26,19939.1,15637.5,2452,0.57001,4301.6,0.570020458,,,,,,,,
0.6,35000,24,17696.7,14685.6,1981.5,0.65805,3011.1,0.658065159,,,,,,,,
0.6,35000,22,15338,13617.3,1506.1,0.87531,1720.7,0.875283315,,,,,,,,
0.6,35000,21,14096.8,10916.5,624.7,1.19281,3180.3,0.19642801,,,,,,,,
0.65,35000,50,48123.2,26469.2,10854,0.50125,21654,0.501246883,,,,,,,,
0.65,35000,48,46266.4,26056,9806.4,0.48521,20210.4,0.485215533,,,,,,,,
0.65,35000,46,44332.2,25565.3,8876,0.47296,18766.9,0.472960372,,,,,,,,
0.65,35000,42,40219.1,24339.5,7432.9,0.46808,15879.6,0.468078541,,,,,,,,
0.65,35000,38,35968.5,22976.1,6164.4,0.47447,12992.4,0.474461993,,,,,,,,
0.65,35000,34,31607.3,21502.1,4942.9,0.48914,10105.2,0.489144203,,,,,,,,
0.65,35000,30,27069.4,19851.4,3757.2,0.52053,7218,0.520532003,,,,,,,,
0.65,35000,26,22283.2,17952.4,2603.7,0.60121,4330.8,0.60120532,,,,,,,,
0.65,35000,24,19969.5,16937.9,2111.7,0.69658,3031.6,0.696562871,,,,,,,,
0.65,35000,22,17538.2,15805.9,1614.8,0.93217,1732.3,0.932171102,,,,,,,,
0.65,35000,21,16262.2,12769.1,614.5,1.2731,3493.1,0.175918239,,,,,,,,
0.7,35000,50,51507.4,29630.3,11362.5,0.51938,21877.1,0.519378711,,,,,,,,
0.7,35000,48,49607.2,29188.6,10288,0.50385,20418.6,0.503854329,,,,,,,,
0.7,35000,46,47615.6,28655.4,9345.2,0.49288,18960.2,0.492885096,,,,,,,,
0.7,35000,42,43376.3,27333.1,7798.2,0.48608,16043.2,0.486075097,,,,,,,,
0.7,35000,38,38953.9,25827.6,6470.1,0.49291,13126.3,0.492911178,,,,,,,,
0.7,35000,34,34419.8,24210.5,5212.4,0.51055,10209.3,0.510554103,,,,,,,,
0.7,35000,30,29744.5,22452.1,3968.3,0.54418,7292.4,0.544169272,,,,,,,,
0.7,35000,26,24811,20435.5,2770.2,0.63313,4375.5,0.633116215,,,,,,,,
0.7,35000,24,22457,19394.2,2250.8,0.73488,3062.8,0.734883113,,,,,,,,
0.7,35000,22,19945.7,18195.5,1736,0.9919,1750.2,0.991886642,,,,,,,,
0.7,35000,21,18631.2,14941.2,597.3,1.35338,3690,0.161869919,,,,,,,,
0.75,35000,50,55262.7,33069.5,11934.3,0.53774,22193.2,0.537745796,,,,,,,,
0.75,35000,48,53306.6,32592.9,10824.8,0.52259,20713.7,0.522591328,,,,,,,,
0.75,35000,46,51250.1,32016,9840.5,0.51161,19234.1,0.511617388,,,,,,,,
0.75,35000,42,46862.9,30587.9,8242.6,0.50646,16275,0.506457757,,,,,,,,
0.75,35000,38,42268.6,28952.6,6819.9,0.51216,13316,0.512158306,,,,,,,,
0.75,35000,34,37541,27184.2,5502.5,0.53129,10356.8,0.53129345,,,,,,,,
0.75,35000,30,32676.9,25279.2,4216.4,0.56996,7397.7,0.569960934,,,,,,,,
0.75,35000,26,27571.7,23133.1,2958.8,0.66661,4438.6,0.666606588,,,,,,,,
0.75,35000,24,25140.3,22033.2,2407.3,0.77479,3107.1,0.774773905,,,,,,,,
0.75,35000,22,22584.8,20809.3,1872.1,1.05444,1775.5,1.054407209,,,,,,,,
0.75,35000,21,21232.8,17190.9,584.6,1.4416,4041.9,0.144634949,,,,,,,,
0.8,35000,50,59432.2,36816.7,12581.4,0.55632,22615.5,0.55631757,,,,,,,,
0.8,35000,48,57410.5,36302.7,11432.8,0.54164,21107.8,0.541638636,,,,,,,,
0.8,35000,46,55289,35688.9,10406.1,0.53092,19600.1,0.530920761,,,,,,,,
0.8,35000,42,50732.7,34148,8718.6,0.5257,16584.7,0.525701399,,,,,,,,
0.8,35000,38,45944.2,32375,7243.6,0.53382,13569.2,0.533826607,,,,,,,,
0.8,35000,34,40994.3,30440.4,5830.1,0.55241,10553.9,0.552411905,,,,,,,,
0.8,35000,30,35891.4,28352.9,4494.3,0.59618,7538.5,0.596179611,,,,,,,,
0.8,35000,26,30572.4,26049.3,3166.8,0.70015,4523.1,0.700139285,,,,,,,,
0.8,35000,24,28053.7,24887.6,2579.3,0.81464,3166.1,0.814661571,,,,,,,,
0.8,35000,22,25407.1,23597.8,2017.2,1.11496,1809.3,1.114906317,,,,,,,,
0.8,35000,21,24024.1,19698.3,580.9,1.53199,4325.8,0.134287299,,,,,,,,
0.85,35000,50,64002.4,40902.4,13309.5,0.57617,23100,0.576168831,,,,,,,,
0.85,35000,48,61903.6,40343.5,12104.8,0.56145,21560.1,0.56144452,,,,,,,,
0.85,35000,46,59713.9,39693.9,11044.3,0.55166,20020,0.551663337,,,,,,,,
0.85,35000,42,54981,38041,9248.7,0.54597,16940,0.545968123,,,,,,,,
0.85,35000,38,49957.9,36097.9,7692.2,0.555,13860,0.554992785,,,,,,,,
0.85,35000,34,44790.7,34010.7,6210.6,0.57612,10780,0.576122449,,,,,,,,
0.85,35000,30,39415.1,31715.1,4779.7,0.62074,7700,0.62074026,,,,,,,,
0.85,35000,26,33822.8,29202.8,3415.8,0.73935,4620,0.739350649,,,,,,,,
