Mach,Altitude,PowerCode,Thrust,RamDrag,FuelFlow,EINox,ThrustNet,TSFC,,,Mach,Altitude,PowerCode,,Thrust_Equation (lb),TSFC_Equation (lb/lb/hr)
0.3,5000,50,112359.8,34787,30219.9,0.38957,77572.8,0.389568251,,,,,,,,
0.3,5000,48,106336.4,33935.1,27380.1,0.37817,72401.3,0.378171386,,,,,,,,
0.3,5000,46,100182.3,32952.6,25179.1,0.37452,67229.7,0.374523462,,,,,,,,
0.3,5000,42,87706.6,30819.9,21159.6,0.37196,56886.7,0.371960406,,,,,,,,
0.3,5000,38,74979.2,28435.5,17371.3,0.37323,46543.7,0.373225592,,,,,,,,
0.3,5000,34,62000.1,25799.4,13658.6,0.3773,36200.7,0.377302096,,,,,,,,
0.3,5000,30,48677.6,22820,9944.4,0.38458,25857.6,0.384583256,,,,,,,,
0.3,5000,26,34757.3,19242.8,6358.9,0.40987,15514.5,0.409868188,,,,,,,,
0.3,5000,24,28140.4,17280.2,4843.1,0.44595,10860.2,0.44594943,,,,,,,,
0.3,5000,22,21153,14947.2,3430.2,0.55273,6205.8,0.552740984,,,,,,,,
0.3,5000,21,17439.2,11751.2,1843.2,0.69718,5688,0.324050633,,,,,,,,
0.35,5000,50,116166.4,41304.1,30620.5,0.40902,74862.3,0.409024302,,,,,,,,
0.35,5000,48,110208.1,40336.6,27805.8,0.39796,69871.5,0.397956248,,,,,,,,
0.35,5000,46,104103,39222.2,25583.7,0.39432,64880.8,0.394318504,,,,,,,,
0.35,5000,42,91698.6,36799.6,21537.4,0.39231,54899,0.392309514,,,,,,,,
0.35,5000,38,79048.9,34131.5,17601.9,0.39187,44917.4,0.391872637,,,,,,,,
0.35,5000,34,66066.9,31131.1,13862.4,0.3968,34935.8,0.396796409,,,,,,,,
0.35,5000,30,52700.2,27746.1,10131.2,0.40599,24954.1,0.405993404,,,,,,,,
0.35,5000,26,38675.1,23702.7,6569.4,0.43877,14972.4,0.438767332,,,,,,,,
0.35,5000,24,31991.1,21510.4,5031.8,0.4801,10480.7,0.48010152,,,,,,,,
0.35,5000,22,24919.5,18930.5,3612.6,0.60321,5989,0.603205877,,,,,,,,
0.35,5000,21,21165,15147.9,1868,0.76913,6017.1,0.310448555,,,,,,,,
0.4,5000,50,108828.7,45893.6,26005.6,0.41321,62935.1,0.413212977,,,,,,,,
0.4,5000,48,103499.2,44759.8,24176.1,0.41158,58739.4,0.411582345,,,,,,,,
0.4,5000,46,98125.9,43582.1,22385.3,0.41041,54543.8,0.410409616,,,,,,,,
0.4,5000,42,87225.2,41072.8,18939.8,0.41037,46152.4,0.410375192,,,,,,,,
0.4,5000,38,76049.9,38288.9,15620.3,0.41366,37761,0.413662244,,,,,,,,
0.4,5000,34,64578.9,35209.2,12364.4,0.42099,29369.7,0.420991702,,,,,,,,
0.4,5000,30,52710.3,31731.9,9173.4,0.43728,20978.4,0.437278343,,,,,,,,
0.4,5000,26,40209.3,27622.3,6100.3,0.48465,12587,0.48465083,,,,,,,,
0.4,5000,24,34243.6,25432.7,4808.4,0.54573,8810.9,0.545733126,,,,,,,,
0.4,5000,22,27942,22907.2,3553.7,0.70583,5034.8,0.705827441,,,,,,,,
0.4,5000,21,24608.8,18614.9,1746.5,0.92409,5993.9,0.291379569,,,,,,,,
0.45,5000,50,114169.5,52965.1,26457.4,0.43228,61204.4,0.432279379,,,,,,,,
0.45,5000,48,108853,51729,24565.5,0.43004,57124,0.430038163,,,,,,,,
0.45,5000,46,103476.9,50433.2,22767.1,0.42921,53043.7,0.429214025,,,,,,,,
0.45,5000,42,92560.9,47677.7,19282.9,0.42962,44883.2,0.429624002,,,,,,,,
0.45,5000,38,81389.1,44666.5,15900.7,0.43299,36722.6,0.43299494,,,,,,,,
0.45,5000,34,69831,41269,12661.2,0.44329,28562,0.443288285,,,,,,,,
0.45,5000,30,57859.2,37457.7,9449.4,0.46317,20401.5,0.463171826,,,,,,,,
0.45,5000,26,45225.7,32984.8,6378.6,0.52109,12240.9,0.521089136,,,,,,,,
0.45,5000,24,39214.4,30645.8,5047.2,0.58904,8568.6,0.589034381,,,,,,,,
0.45,5000,22,32866.9,27970.6,3780.1,0.77203,4896.3,0.772031942,,,,,,,,
0.45,5000,21,29516.4,23126.6,1796,1.0207,6389.8,0.28107296,,,,,,,,
0.1,10000,50,89059,9329.4,25852.8,0.32426,79729.6,0.324255985,,,,,,,,
0.1,10000,48,83484.2,9069.8,23072,0.31005,74414.4,0.310047518,,,,,,,,
0.1,10000,46,77880.3,8781.3,20712.6,0.29975,69099,0.299752529,,,,,,,,
0.1,10000,42,66578.9,8110.5,17149.3,0.29331,58468.4,0.293308864,,,,,,,,
0.1,10000,38,55202.7,7364.9,13875.5,0.29005,47837.8,0.290053054,,,,,,,,
0.1,10000,34,43744,6536.8,10812.6,0.2906,37207.2,0.290605044,,,,,,,,
0.1,10000,30,32173.7,5597.2,7741.6,0.2913,26576.5,0.291294941,,,,,,,,
0.1,10000,26,20395.9,4450,4786.4,0.30016,15945.9,0.300164933,,,,,,,,
0.1,10000,24,14974.2,3812.1,3573.2,0.32011,11162.1,0.320118974,,,,,,,,
0.1,10000,22,9400.7,3022.3,2420.2,0.37944,6378.4,0.379436849,,,,,,,,
0.1,10000,21,6501.3,2195.4,1580.6,0.47163,4305.9,0.367077731,,,,,,,,
0.2,10000,50,91749.3,18953.1,26127.2,0.35891,72796.2,0.358908844,,,,,,,,
0.2,10000,48,86406.7,18463.7,23459.3,0.34528,67943,0.345279131,,,,,,,,
0.2,10000,46,81014.7,17924.7,21109.3,0.33459,63090,0.334590268,,,,,,,,
0.2,10000,42,70043.3,16659.4,17604,0.32976,53383.9,0.329762344,,,,,,,,
0.2,10000,38,58917.6,15239.9,14354.7,0.32865,43677.7,0.328650547,,,,,,,,
0.2,10000,34,47640.5,13669,11239.6,0.33085,33971.5,0.330853804,,,,,,,,
0.2,10000,30,36147,11881.6,8199.4,0.33791,24265.4,0.337905001,,,,,,,,
0.2,10000,26,24278.6,9719.4,5209.6,0.35782,14559.2,0.357821858,,,,,,,,
0.2,10000,24,18721.3,8529.9,3877.2,0.38044,10191.4,0.380438409,,,,,,,,
0.2,10000,22,12901.4,7077.7,2644.1,0.45403,5823.7,0.454024074,,,,,,,,
0.2,10000,21,9814.2,5317.7,1556.8,0.56367,4496.5,0.346224842,,,,,,,,
0.25,10000,50,93871.7,23979.6,26348.7,0.37699,69892.1,0.376991105,,,,,,,,
0.25,10000,48,88617.7,23385.2,23722.9,0.36367,65232.5,0.363666884,,,,,,,,
0.25,10000,46,83307.1,22733.9,21368.6,0.35277,60573.2,0.352773174,,,,,,,,
0.25,10000,42,72449.4,21195.2,17876.8,0.34879,51254.2,0.348787026,,,,,,,,
0.25,10000,38,61404.1,19468.9,14614.1,0.34849,41935.2,0.348492436,,,,,,,,
0.25,10000,34,50168.9,17552.6,11487.3,0.35219,32616.3,0.352195068,,,,,,,,
0.25,10000,30,38677.9,15380.6,8394.1,0.3603,23297.3,0.360303554,,,,,,,,
0.25,10000,26,26748.2,12769.8,5306.2,0.3796,13978.4,0.379599954,,,,,,,,
0.25,10000,24,21116.7,11331.8,3982.4,0.407,9784.9,0.406994451,,,,,,,,
0.25,10000,22,15185.2,9593.9,2782.2,0.4976,5591.3,0.497594477,,,,,,,,
0.25,10000,21,12030.3,7337.4,1548,0.62121,4692.9,0.329860001,,,,,,,,
0.3,10000,50,96508.9,29199.7,26633.8,0.39569,67309.2,0.395693308,,,,,,,,
0.3,10000,48,91330.7,28508.8,24027,0.38246,62821.9,0.382462167,,,,,,,,
0.3,10000,46,86086.9,27752.3,21671.3,0.3715,58334.6,0.371499933,,,,,,,,
0.3,10000,42,75310.9,25950.9,18184.5,0.36841,49360,0.368405592,,,,,,,,
0.3,10000,38,64329.7,23944.2,14889.4,0.36868,40385.5,0.368681829,,,,,,,,
0.3,10000,34,53115.8,21704.9,11709.6,0.37279,31410.9,0.37278779,,,,,,,,
0.3,10000,30,41612.1,19175.7,8530,0.38018,22436.4,0.38018577,,,,,,,,
0.3,10000,26,29603.1,16141.3,5441.3,0.4042,13461.8,0.404203004,,,,,,,,
0.3,10000,24,23897.8,14474.5,4132,0.43849,9423.3,0.438487579,,,,,,,,
0.3,10000,22,17871.1,12486.3,2923.4,0.54291,5384.8,0.542898529,,,,,,,,
0.3,10000,21,14666.5,9651.4,1533,0.68538,5015.1,0.305676856,,,,,,,,
0.35,10000,50,99703.6,34658.8,26983,0.41484,65044.8,0.414837158,,,,,,,,
0.35,10000,48,94586.3,33877.9,24386.9,0.4017,60708.4,0.40170553,,,,,,,,
0.35,10000,46,89390.6,33018.5,22048.6,0.39113,56372.1,0.391126107,,,,,,,,
0.35,10000,42,78671.6,30972.1,18526.5,0.3884,47699.5,0.388400298,,,,,,,,
0.35,10000,38,67750.9,28724.1,15113.4,0.38726,39026.8,0.387256962,,,,,,,,
0.35,10000,34,56531.9,26177.7,11878.9,0.39134,30354.2,0.391342878,,,,,,,,
0.35,10000,30,44979.3,23297.8,8697.2,0.40113,21681.5,0.401134608,,,,,,,,
0.35,10000,26,32871.3,19862.4,5618.9,0.43193,13008.9,0.431927373,,,,,,,,
0.35,10000,24,27104,17997.8,4290.5,0.47116,9106.2,0.471162505,,,,,,,,
0.35,10000,22,20996.5,15792.9,3077.5,0.59142,5203.6,0.59141748,,,,,,,,
0.35,10000,21,17753.1,12354.2,1511.6,0.75416,5398.9,0.279982959,,,,,,,,
0.4,10000,50,95479.4,39007.1,23411,0.41456,56472.3,0.414557225,,,,,,,,
0.4,10000,48,90792.4,38084.8,21536.8,0.40861,52707.6,0.408609005,,,,,,,,
0.4,10000,46,86018.5,37075.8,19911.1,0.40683,48942.7,0.406824715,,,,,,,,
0.4,10000,42,76336.1,34923.1,16779.1,0.40517,41413,0.405165045,,,,,,,,
0.4,10000,38,66424.3,32540.9,13803.2,0.40737,33883.4,0.407373522,,,,,,,,
0.4,10000,34,56225.9,29872.1,10909.6,0.41397,26353.8,0.413966866,,,,,,,,
0.4,10000,30,45682,26857.9,8073,0.42887,18824.1,0.428865125,,,,,,,,
0.4,10000,26,34585.2,23290.7,5340.4,0.47283,11294.5,0.472831909,,,,,,,,
0.4,10000,24,29291.5,21385.3,4174.9,0.52806,7906.2,0.528053932,,,,,,,,
0.4,10000,22,23691.9,19174.1,3067.5,0.67898,4517.8,0.67898092,,,,,,,,
0.4,10000,21,20725.9,15351.9,1485.1,0.8868,5374,0.276349088,,,,,,,,
0.45,10000,50,100346.6,45083.2,23833.9,0.43128,55263.4,0.431278206,,,,,,,,
0.45,10000,48,95629.4,44050.2,22002.6,0.42658,51579.2,0.426578931,,,,,,,,
0.45,10000,46,90830.2,42935.2,20358.7,0.42507,47895,0.425069423,,,,,,,,
0.45,10000,42,81087.5,40561,17180.8,0.42394,40526.5,0.423939891,,,,,,,,
0.45,10000,38,71127.4,37969.3,14114.4,0.42567,33158.1,0.425669746,,,,,,,,
0.45,10000,34,60814.2,35024.6,11212,0.43475,25789.6,0.434748891,,,,,,,,
0.45,10000,30,50124,31702.9,8343.7,0.45294,18421.1,0.45294255,,,,,,,,
0.45,10000,26,38848.7,27796,5596.1,0.50631,11052.7,0.506310675,,,,,,,,
0.45,10000,24,33484.7,25747.8,4395.3,0.5681,7736.9,0.568095749,,,,,,,,
0.45,10000,22,27813.3,23392.3,3260.6,0.73751,4421,0.737525447,,,,,,,,
0.45,10000,21,24812,18766.1,1451,0.97349,6045.9,0.239997354,,,,,,,,
0.5,10000,50,105550.8,51478.9,24300.1,0.4494,54071.9,0.449403479,,,,,,,,
0.5,10000,48,100804.1,50336.9,22487.4,0.44558,50467.2,0.445584459,,,,,,,,
0.5,10000,46,95985.9,49123.5,20820.3,0.44429,46862.4,0.444285824,,,,,,,,
0.5,10000,42,86207.5,46554.7,17554,0.44269,39652.8,0.442692572,,,,,,,,
0.5,10000,38,76168,43724.8,14482.3,0.44639,32443.2,0.446389382,,,,,,,,
0.5,10000,34,65797.7,40564.1,11541.5,0.45739,25233.6,0.457386184,,,,,,,,
0.5,10000,30,54973.3,36949.3,8660.3,0.48048,18024,0.480487128,,,,,,,,
0.5,10000,26,43564.5,32750.1,5857.6,0.54164,10814.4,0.541648173,,,,,,,,
0.5,10000,24,38135.5,30565.4,4628.7,0.61145,7570.1,0.611445027,,,,,,,,
0.5,10000,22,32408.5,28082.7,3468.1,0.80174,4325.8,0.801724537,,,,,,,,
0.5,10000,21,29398.6,22758.9,1415.8,1.06764,6639.7,0.213232526,,,,,,,,
0.55,10000,50,111068.1,58244,24686.2,0.46733,52824.1,0.46732836,,,,,,,,
0.55,10000,48,106266.1,56963.5,22931.7,0.46512,49302.6,0.465121515,,,,,,,,
0.55,10000,46,101431.1,55650.1,21225.7,0.46364,45781,0.463635569,,,,,,,,
0.55,10000,42,91608.8,52871,17973.6,0.46398,38737.8,0.463980918,,,,,,,,
0.55,10000,38,81518.8,49824.3,14881.3,0.46952,31694.5,0.469523103,,,,,,,,
0.55,10000,34,71113.5,46462.2,11898.6,0.48268,24651.3,0.48267637,,,,,,,,
0.55,10000,30,60224.3,42616.3,8970.1,0.50943,17608,0.509433212,,,,,,,,
0.55,10000,26,48729.3,38164.5,6116.8,0.57898,10564.8,0.578979252,,,,,,,,
0.55,10000,24,43245.9,35850.5,4894,0.66176,7395.4,0.661762717,,,,,,,,
0.55,10000,22,37483.2,33257.3,3684.9,0.87197,4225.9,0.871979933,,,,,,,,
0.55,10000,21,34462.4,26895.7,1387.9,1.17449,7566.7,0.183422099,,,,,,,,
0.3,15000,50,81511.4,24235.6,22798.7,0.39805,57275.8,0.398051184,,,,,,,,
0.3,15000,48,77149.7,23692.3,20419,0.38197,53457.4,0.381967698,,,,,,,,
0.3,15000,46,72713.6,23074.6,18359.1,0.36985,49639,0.369852334,,,,,,,,
0.3,15000,42,63606.1,21603.9,15218.7,0.36233,42002.2,0.362331021,,,,,,,,
0.3,15000,38,54299.7,19934.3,12420.9,0.36144,34365.4,0.361436212,,,,,,,,
0.3,15000,34,44788.5,18059.8,9753.9,0.36492,26728.7,0.364922349,,,,,,,,
0.3,15000,30,35032.9,15941,7099.1,0.37184,19091.9,0.371838319,,,,,,,,
0.3,15000,26,24854,13398.8,4521.6,0.39473,11455.2,0.394720302,,,,,,,,
0.3,15000,24,20022.7,12004.1,3434.7,0.42834,8018.6,0.428341606,,,,,,,,
0.3,15000,22,14917.8,10335.7,2438.4,0.53217,4582.1,0.532157744,,,,,,,,
0.3,15000,21,12203,7990.9,1293.7,0.67194,4212.1,0.307138957,,,,,,,,
0.35,15000,50,84238.1,28774.4,23114.3,0.41675,55463.7,0.416746449,,,,,,,,
0.35,15000,48,79925.6,28159.5,20753.7,0.40091,51766.1,0.400912953,,,,,,,,
0.35,15000,46,75526.2,27457.7,18705.6,0.38914,48068.5,0.389144658,,,,,,,,
0.35,15000,42,66461.4,25788,15524.9,0.3817,40673.4,0.381696637,,,,,,,,
0.35,15000,38,57190.9,23912.7,12644.5,0.37996,33278.2,0.37996346,,,,,,,,
0.35,15000,34,47665.2,21782.1,9906.7,0.38275,25883.1,0.382747816,,,,,,,,
0.35,15000,30,37851.7,19363.8,7253.9,0.39236,18487.9,0.392359327,,,,,,,,
0.35,15000,26,27572.4,16479.7,4683,0.42217,11092.7,0.422169535,,,,,,,,
0.35,15000,24,22680.8,14915.8,3571.9,0.46,7765,0.46,,,,,,,,
0.35,15000,22,17498.9,13061.8,2567.6,0.57866,4437.1,0.578666246,,,,,,,,
0.35,15000,21,14746.3,10249.1,1288.3,0.73729,4497.2,0.286467135,,,,,,,,
0.4,15000,50,81540.1,32583.1,20336.1,0.41539,48957,0.415386972,,,,,,,,
0.4,15000,48,77555,31861.9,18494.4,0.40475,45693.1,0.404752578,,,,,,,,
0.4,15000,46,73458.3,31029,17018.3,0.4011,42429.3,0.401097826,,,,,,,,
0.4,15000,42,65123,29221.2,14288.1,0.39798,35901.8,0.39797726,,,,,,,,
0.4,15000,38,56597.1,27222.9,11714.6,0.3988,29374.2,0.398805755,,,,,,,,
0.4,15000,34,47808.6,24962,9245.9,0.4047,22846.6,0.40469479,,,,,,,,
0.4,15000,30,38727.7,22408.7,6821.3,0.418,16319,0.417997426,,,,,,,,
0.4,15000,26,29168.5,19377.1,4518.9,0.46151,9791.4,0.46151725,,,,,,,,
0.4,15000,24,24613.8,17759.9,3514.1,0.51271,6853.9,0.512715388,,,,,,,,
0.4,15000,22,19794.7,15878.1,2579.4,0.65859,3916.6,0.658581423,,,,,,,,
0.4,15000,21,17239.3,12711.1,1269.1,0.85798,4528.2,0.280265889,,,,,,,,
0.45,15000,50,85575.4,37638.9,20681.3,0.43143,47936.5,0.431431164,,,,,,,,
0.45,15000,48,81577,36836.3,18861.3,0.42157,44740.7,0.421569175,,,,,,,,
0.45,15000,46,77451.1,35906.1,17406.1,0.41897,41545,0.418969792,,,,,,,,
0.45,15000,42,69066,33912.6,14632.2,0.41624,35153.4,0.416238543,,,,,,,,
0.45,15000,38,60483.3,31721.4,11995.7,0.41707,28761.9,0.417069109,,,,,,,,
0.45,15000,34,51613.6,29243.3,9494.3,0.42441,22370.3,0.424415408,,,,,,,,
0.45,15000,30,42399.6,26420.8,7064.8,0.44214,15978.8,0.44213583,,,,,,,,
0.45,15000,26,32686.3,23099,4731.7,0.49354,9587.3,0.493538327,,,,,,,,
0.45,15000,24,28066.1,21355,3700.1,0.55134,6711.1,0.551340317,,,,,,,,
0.45,15000,22,23179.4,19344.5,2743.5,0.71541,3834.9,0.71540327,,,,,,,,
0.45,15000,21,20592,15605.5,1257.2,0.94031,4986.5,0.252120726,,,,,,,,
0.5,15000,50,89881.2,42961.8,21066.2,0.44899,46919.4,0.448986986,,,,,,,,
0.5,15000,48,85864.6,42073.1,19243.3,0.43943,43791.5,0.439430026,,,,,,,,
0.5,15000,46,81713.2,41049.7,17794.6,0.43761,40663.5,0.437606207,,,,,,,,
0.5,15000,42,73289.6,38882,14977.2,0.43529,34407.6,0.435287553,,,,,,,,
0.5,15000,38,64646.1,36494.4,12314.4,0.43743,28151.7,0.437430066,,,,,,,,
0.5,15000,34,55725.6,33829.8,9791.2,0.44717,21895.8,0.447172517,,,,,,,,
0.5,15000,30,46399.6,30759.7,7333.7,0.46891,15639.9,0.468909648,,,,,,,,
0.5,15000,26,36567,27183.1,4946.1,0.52709,9383.9,0.527083622,,,,,,,,
0.5,15000,24,31890.4,25321.7,3901,0.59387,6568.7,0.593877023,,,,,,,,
0.5,15000,22,26951.4,23197.8,2917.3,0.77721,3753.6,0.777200554,,,,,,,,
0.5,15000,21,24350.2,18815.9,1251.3,1.03344,5534.3,0.226099055,,,,,,,,
0.55,15000,50,94760.3,48653.8,21533.9,0.46705,46106.5,0.467046946,,,,,,,,
0.55,15000,48,90720.3,47687.5,19707.2,0.45796,43032.8,0.457957651,,,,,,,,
0.55,15000,46,86518,46559,18232.5,0.45628,39959,0.456280187,,,,,,,,
0.55,15000,42,78011.3,44199.9,15399.6,0.45545,33811.4,0.455455852,,,,,,,,
0.55,15000,38,69285,41621,12701.6,0.45914,27664,0.45913823,,,,,,,,
0.55,15000,34,60274.4,38758,10136.6,0.47111,21516.4,0.471110409,,,,,,,,
0.55,15000,30,50860.1,35491.2,7625.1,0.49614,15368.9,0.496138305,,,,,,,,
0.55,15000,26,40900.2,31678.8,5178.9,0.56162,9221.4,0.561617542,,,,,,,,
0.55,15000,24,36153.2,29698.2,4128.8,0.63963,6455,0.639628195,,,,,,,,
0.55,15000,22,31155,27466.5,3097.9,0.83988,3688.5,0.83988071,,,,,,,,
0.55,15000,21,28530.4,22214.7,1241,1.12971,6315.7,0.19649445,,,,,,,,
0.6,15000,50,100239.5,54765.2,22060,0.48511,45474.3,0.485109172,,,,,,,,
0.6,15000,48,96134.2,53691.5,20259.9,0.47735,42442.7,0.477347106,,,,,,,,
0.6,15000,46,91883.9,52472.8,18764.7,0.47613,39411.1,0.476127284,,,,,,,,
0.6,15000,42,83241.6,49893.8,15886.5,0.47639,33347.8,0.476388248,,,,,,,,
0.6,15000,38,74413.6,47129,13140.6,0.48161,27284.6,0.481612338,,,,,,,,
0.6,15000,34,65286.6,44065.3,10516.6,0.49557,21221.3,0.495568132,,,,,,,,
0.6,15000,30,55798.9,40640.8,7940.1,0.52382,15158.1,0.523818948,,,,,,,,
0.6,15000,26,45694.5,36599.7,5448.6,0.59908,9094.8,0.59908959,,,,,,,,
0.6,15000,24,40875.4,34509,4370.6,0.68651,6366.4,0.68651043,,,,,,,,
0.6,15000,22,35808.9,32170.9,3307.2,0.90909,3638,0.909070918,,,,,,,,
0.6,15000,21,33159.8,26421.9,1202.1,1.22529,6737.9,0.178408703,,,,,,,,
0.65,15000,50,105980.8,61239.8,22543.9,0.50388,44741,0.50387564,,,,,,,,
0.65,15000,48,101798,60039.7,20786.2,0.49778,41758.3,0.497774095,,,,,,,,
0.65,15000,46,97483.9,58708.4,19269.7,0.49695,38775.5,0.496955552,,,,,,,,
0.65,15000,42,88749.4,55939.3,16341.5,0.49806,32810.1,0.498063096,,,,,,,,
0.65,15000,38,79803.5,52958.9,13560,0.50513,26844.6,0.505129523,,,,,,,,
0.65,15000,34,70593.1,49714,10879.7,0.52108,20879.1,0.52108089,,,,,,,,
0.65,15000,30,61025.9,46112.2,8253.6,0.55343,14913.7,0.553424033,,,,,,,,
0.65,15000,26,50875,41926.8,5725.3,0.63983,8948.2,0.639827004,,,,,,,,
0.65,15000,24,46005.8,39742.1,4619.2,0.73745,6263.7,0.737455498,,,,,,,,
0.65,15000,22,40889.2,37309.9,3538,0.98847,3579.3,0.988461431,,,,,,,,
0.65,15000,21,38224.7,31155.7,1154.8,1.33591,7069,0.163361154,,,,,,,,
0.7,15000,50,112271.6,68186.2,23051,0.52287,44085.4,0.522871518,,,,,,,,
0.7,15000,48,108002.9,66856.5,21350.1,0.51888,41146.4,0.51888136,,,,,,,,
0.7,15000,46,103614.7,65407.4,19817.3,0.51868,38207.3,0.518678368,,,,,,,,
0.7,15000,42,94735,62405.7,16827.6,0.52051,32329.3,0.520506166,,,,,,,,
0.7,15000,38,85656.6,59205.4,14002.1,0.52935,26451.2,0.529355946,,,,,,,,
0.7,15000,34,76340.2,55767,11258.7,0.54725,20573.2,0.547250792,,,,,,,,
0.7,15000,30,66700,52004.8,8587.3,0.58436,14695.2,0.58436088,,,,,,,,
0.7,15000,26,56503.6,47686.5,6019.9,0.68275,8817.1,0.682752833,,,,,,,,
0.7,15000,24,51610.6,45438.7,4884.4,0.79138,6171.9,0.79139325,,,,,,,,
0.7,15000,22,46444.1,42917.3,3789.8,1.07455,3526.8,1.07457185,,,,,,,,
0.7,15000,21,43760.7,36442.2,1128.7,1.45782,7318.5,0.154225593,,,,,,,,
0.4,20000,50,71806.5,27400,19163.9,0.43156,44406.5,0.431556191,,,,,,,,
0.4,20000,48,68297.5,26851.5,17215.9,0.41538,41446,0.41538146,,,,,,,,
0.4,20000,46,64716.3,26230.7,15483.3,0.40231,38485.6,0.402314112,,,,,,,,
0.4,20000,42,57293.4,24728.6,12793.8,0.39287,32564.8,0.392872058,,,,,,,,
0.4,20000,38,49668,23024.1,10413.4,0.39084,26643.9,0.390836176,,,,,,,,
0.4,20000,34,41809.1,21086.1,8170.6,0.39428,20723,0.39427689,,,,,,,,
0.4,20000,30,33675.9,18873.8,5998.3,0.40523,14802.1,0.405233041,,,,,,,,
0.4,20000,26,25124.9,16243.6,3948.1,0.44454,8881.3,0.444540777,,,,,,,,
0.4,20000,24,21054.2,14837.3,3047.3,0.49016,6216.9,0.490163908,,,,,,,,
0.4,20000,22,16737.3,13184.8,2215.8,0.62372,3552.5,0.623729768,,,,,,,,
0.4,20000,21,14444.5,10392.5,1064.5,0.80692,4052,0.262709773,,,,,,,,
0.45,20000,50,75510.3,31683,19690.4,0.44927,43827.3,0.449272485,,,,,,,,
0.45,20000,48,71985.5,31080,17684.5,0.43232,40905.5,0.432325726,,,,,,,,
0.45,20000,46,68375.4,30391.7,15924.3,0.41924,37983.7,0.419240358,,,,,,,,
0.45,20000,42,60859.7,28719.6,13208.7,0.41097,32140.1,0.410972586,,,,,,,,
0.45,20000,38,53129.6,26833.2,10763.8,0.40933,26296.4,0.409325991,,,,,,,,
0.45,20000,34,45169.1,24716.3,8440.6,0.41269,20452.8,0.412686771,,,,,,,,
0.45,20000,30,36859.8,22250.7,6265.5,0.42888,14609.1,0.428876522,,,,,,,,
0.45,20000,26,28117.6,19352.2,4149,0.47334,8765.4,0.473338353,,,,,,,,
0.45,20000,24,23956.9,17821,3221.1,0.52496,6135.9,0.524959664,,,,,,,,
0.45,20000,22,19555,16048.8,2353.9,0.67134,3506.2,0.671353602,,,,,,,,
0.45,20000,21,17213.2,12690,1067.8,0.87773,4523.2,0.236071808,,,,,,,,
0.5,20000,50,79675.2,36252.5,20294.1,0.46736,43422.7,0.467361541,,,,,,,,
0.5,20000,48,76121,35593.1,18275.6,0.45094,40527.9,0.450938736,,,,,,,,
0.5,20000,46,72465.3,34832.3,16475.9,0.4378,37633,0.437804586,,,,,,,,
0.5,20000,42,64835.6,32992.3,13682.5,0.42968,31843.3,0.429682225,,,,,,,,
0.5,20000,38,56983.9,30930.3,11156.8,0.42822,26053.6,0.42822489,,,,,,,,
0.5,20000,34,48880,28616.1,8796.9,0.43412,20263.9,0.434116828,,,,,,,,
0.5,20000,30,40407.1,25932.9,6559.2,0.45316,14474.2,0.453164942,,,,,,,,
0.5,20000,26,31457.6,22773.1,4362.8,0.50237,8684.5,0.502366285,,,,,,,,
0.5,20000,24,27206.9,21127.7,3407.4,0.56051,6079.2,0.560501382,,,,,,,,
0.5,20000,22,22704.9,19231.1,2510.1,0.72259,3473.8,0.722580459,,,,,,,,
0.5,20000,21,20326.6,15452.5,1074.1,0.95071,4874.1,0.220368889,,,,,,,,
0.55,20000,50,84276.9,41134.9,20973.3,0.48615,43142,0.486145751,,,,,,,,
0.55,20000,48,80677.9,40412.1,18911.5,0.46967,40265.8,0.469666566,,,,,,,,
0.55,20000,46,76979.3,39589.7,17071.2,0.45658,37389.6,0.45657616,,,,,,,,
0.55,20000,42,69208.3,37570.8,14174.9,0.44804,31637.5,0.44804109,,,,,,,,
0.55,20000,38,61202,35316.8,11612.4,0.44861,25885.2,0.448611562,,,,,,,,
0.55,20000,34,52936.4,32803.6,9185.8,0.45626,20132.8,0.456260431,,,,,,,,
0.55,20000,30,44318,29937.4,6869.9,0.47772,14380.6,0.477719984,,,,,,,,
0.55,20000,26,35157.8,26529.4,4604.4,0.53363,8628.4,0.533633119,,,,,,,,
0.55,20000,24,30802.7,24762.8,3625.5,0.60026,6039.9,0.600258282,,,,,,,,
0.55,20000,22,26202.1,22750.7,2678.5,0.77608,3451.4,0.776061888,,,,,,,,
0.55,20000,21,23777.3,18317.6,1061.7,1.02895,5459.7,0.194461234,,,,,,,,
0.6,20000,50,89415.3,46397,21731.1,0.50516,43018.3,0.505159432,,,,,,,,
0.6,20000,48,85761.7,45611.3,19615.3,0.48855,40150.4,0.488545569,,,,,,,,
0.6,20000,46,81996.1,44713.7,17712.5,0.47509,37282.4,0.475090123,,,,,,,,
0.6,20000,42,74052.7,42506,14744.6,0.46739,31546.7,0.467389616,,,,,,,,
0.6,20000,38,65842.5,40031.5,12110.5,0.4692,25811,0.469199179,,,,,,,,
0.6,20000,34,57395.2,37320,9610.9,0.47875,20075.2,0.478744919,,,,,,,,
0.6,20000,30,48598.5,34259.1,7207,0.5026,14339.4,0.502601225,,,,,,,,
0.6,20000,26,39248.1,30644.4,4866.1,0.56558,8603.7,0.565582249,,,,,,,,
0.6,20000,24,34773.5,28750.9,3869.4,0.64248,6022.6,0.642479992,,,,,,,,
